Compound,Similarity,Smiles,,,,Smiles
CHEMBL7306,1, CSCC[C@H](NC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,,,,
CHEMBL6724,1, NC1=C(Br)C=C(C=C1)S(N)(=O)=O,,,,
CHEMBL7303,1, COC(=O)C1=CCCN(C)C1,,,,
CHEMBL6300,1, COC(=O)C(N)CNC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,,,,
CHEMBL6882,1, CC(C)(C)NCC(O)COC(=O)C1=CC=C(OCC=C)C=C1,,,,
CHEMBL6559,1, CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)CCC,,,,
CHEMBL6255,1, COCCCNC(=O)\\C=C\\C1=CC=C(C=C1)C(C)C,,,,
CHEMBL6251,1, N[C@@H](CCC(=O)NC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,,,,
CHEMBL6784,1, NS(=O)(=O)C1=CC=C(CCO)C=C1,,,,
CHEMBL1159,1, CC(N\\C(NC1=CC=NC=C1)=N/C#N)C(C)(C)C,,,,
CHEMBL3309715,1, CC1(C[N+](C)(C)C)COCCO1,,,,
CHEMBL6607,1, COC1=CC(Br)=C(OC)C=C1CC(C)N,,,,
CHEMBL6878,1, CC(C)(C)NCC(O)COC(=O)C1=CC=C(N)C=C1,,,,
CHEMBL6602,1, NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(O)=O,,,,
CHEMBL6705,1, NC1=C(C=CC=C1)S(N)(=O)=O,,,,
CHEMBL6870,1, CN(C)S(=O)(=O)NCC(C)(C)NCC(O)COC(=O)C1=C(F)C=CC=C1,,,,
CHEMBL6267,1, COC(=O)C(N)COC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,,,,
CHEMBL3309897,1, CC(=O)NC1=C(C)C(C)=C(O)C(C)=N1,,,,
CHEMBL3309676,1, CC(=O)NCCOC1=C(C=CC(Br)=C1)C(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O,,,,
CHEMBL3309670,1, CC(=O)N(CCCC[C@H](NC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)CC1=CC=CC=C1,,,,
CHEMBL6285,1, COC(=O)C(N)CCC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,,,,
CHEMBL6620,1, COC1=CC(CC(C)N)=C(OC)C=C1C(F)(F)F,,,,
CHEMBL6467,1, CSC1=CC=C(CC(C)N)C=C1,,,,
CHEMBL6537,1, CCCCCCCCCCCCCCCCCCNC(=O)OCCSCCOC(=O)N(CC1=[N+](CC)C=CC=C1)C(C)=O,,,,
CHEMBL6535,1, CC(C)NCC(O)COC(=O)C1=CC=C(O)C=C1,,,,
CHEMBL6368,1, CC(N)CC1=CC=C(I)C=C1,,,,
CHEMBL6616,1, COC1=CC(CC(C)N)=C(OC)C=C1I,,,,
CHEMBL1207533,1, COP(O)(=O)C(=O)OC1=CC=CC=C1,,,,
CHEMBL4116151,1, C[N+](C)(C)CCC1=CC=CC(OC(F)(F)F)=C1,,,,
CHEMBL4116150,1, COC1=CC(CC[N+](C)(C)C)=C(F)C=C1,,,,
CHEMBL409999,1, CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(O)=O,,,,
CHEMBL1213094,1, CCCCCC1=CC=C(NC(P(O)(O)=O)P(O)(O)=O)C=C1,,,,
CHEMBL503500,1, CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(N)=O,,,,
CHEMBL414319,1, CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)C1=CC=CC=N1)[C@@H](C)CC)C(N)=O,,,,
CHEMBL405,1, CC(N)CC1=CC=CC=C1,,,,
CHEMBL418,1, NC1=CC(=C(C=C1S(N)(=O)=O)S(N)(=O)=O)C(F)(F)F,,,,
CHEMBL3309354,1, CC1=NO[N+]([O-])=C1S(N)(=O)=O,,,,
CHEMBL3309353,1, CC1=[N+]([O-])ON=C1S(N)(=O)=O,,,,
CHEMBL3309352,1, CC1=NON=C1S(N)(=O)=O,,,,
CHEMBL414958,1, CC(C)C[C@H](NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(O)=O,,,,
CHEMBL154832,1, CCCCCCCCCCCCCCOC1=CC=C(\\C=C(/C)C(=O)OCC)C=C1,,,,
CHEMBL216785,1, CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,,,,
CHEMBL3309338,1, CCCCCC(C)(C)NC1=C(C=CC=N1)C(=O)NCC=C,,,,
CHEMBL502303,1, CNC(=O)CC[C@@H](NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)C[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)C(C)=O)C(O)=O)\\C=C\\C(\\C)=C\\[C@H](C)[C@H](CC1=CC=CC=C1)OC)C(O)=O,,,,
CHEMBL3309327,1, C=CC(=O)NC1=CN=CC=C1,,,,
CHEMBL410797,1, CC[C@@H](C)[C@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O,,,,
CHEMBL1214092,1, NC(=N)NCCC[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)C1=C(N)C=CC=C1)C(O)=O,,,,
CHEMBL414792,1, CC(C)C[C@H](N)CNCC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(N)=O,,,,
CHEMBL1189651,1, CSC1=CC(=CC(CN)=C1O)C(C)(C)C,,,,
CHEMBL1178041,1, CC(=O)NCCCCC\\C=C(/NC(=O)C1CC1(C)C)C(O)=O,,,,
CHEMBL1184294,1, C[N+](C)(C)CC(=O)NCC(=O)NCC[N+]1(C)CCOCC1,,,,
CHEMBL1182846,1, C[N+](CCCl)(CCCl)CC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,,,,
CHEMBL1160541,1, CC1=CC(CNC(=N)CC(N)=S)=C(C)C=C1CNC(N)=NC(N)=S,,,,
CHEMBL1159526,1, OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O,,,,
CHEMBL1082898,1, CCC(CC)C(=O)NCCC1=CC=C(C=C1)S(N)(=O)=O,,,,
CHEMBL1170642,1, CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC1=CC=CC=C1)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,,,,
CHEMBL164375,1, NCC(C#C)C1=CC=CC=C1,,,,
CHEMBL1180192,1, CCCN(CC1=CC=CC(CN(CCC)C(N)=N)=N1)C(N)=N,,,,
CHEMBL1185027,1, N[C@@H](CCCNC(N)=N[N+]([O-])=O)C(=O)N[C@H]1CCN[C@@H]1C(N)=O,,,,
CHEMBL1159576,1, CCCCCC\\C=C\\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC\\C=C\\C\\C=C\\CCCCC,,,,
CHEMBL1185068,1, NCC1=CC=CC(CNC(=O)CI)=C1,,,,
CHEMBL1185515,1, COCCOCCOCC[N+]1(C)CCCC1COCCOCCOC,,,,
CHEMBL1186096,1, CC(CCOC(=O)C1=CC=CC=C1)N(C)C,,,,
CHEMBL1161944,1, CCCCCCCOC1=CC=C(C=C1)C(O)=O,,,,
CHEMBL1162209,1, COC1=C(O)C=C(C=C1OS(O)(=O)=O)C(O)=O,,,,
CHEMBL1200455,1, CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,,,,
CHEMBL1161567,1, COC1=C(O)C=CC(=C1)C(=O)N(O)CCOC(=O)[C@@H](N)CCSC,,,,
CHEMBL607490,1, ON(CCCP(O)(O)=O)C(=O)CCC1=CC=CC=C1,,,,
CHEMBL1096822,1, CC(C)CNC(=O)C1=C(SC(C)C)C=CC(=C1)S(N)(=O)=O,,,,
CHEMBL1213533,1, CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O,,,,
CHEMBL1159612,1, C[C@@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)NCCCCCCCCCCCCO[C@]1(O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O)C(C)=O,,,,
CHEMBL1076637,1, N[C@H](CC1=CC=C(O)C=C1)C(O)=O,,,,
CHEMBL1077272,1, COC(=O)\\C=C/C(=O)NC1=CC=C(C)C=C1,,,,
CHEMBL1162291,1, FC1CCNCC1,,,,
CHEMBL1161558,1, COC1=C(O)C=CC(CC(=O)NCCOC(=O)[C@@H](N)CCSC)=C1,,,,
CHEMBL1093690,1, CC(=O)NCC[C@@H](NS(=O)(=O)C1=CC=C(Br)C=C1)C(=O)NO,,,,
CHEMBL162786,1, COC(=O)C(=O)C(CC=C)NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(C)C)C(C)C,,,,
CHEMBL1091561,1, CCOC1=CC=C(OC)C=C1CCCNC(C)=O,,,,
CHEMBL1161924,1, CC(=O)N[C@@H](CCCCNCC1=CC(OCC(O)=O)=CC=C1)C(N)=O,,,,
CHEMBL1160711,1, CC(C)NC[C@H](O)C1=CC(O)=C(NS(C)(=O)=O)C=C1,,,,
CHEMBL1090628,1, CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(O)=O,,,,
CHEMBL1159444,1, CCCCCCCCCCCCCC(=O)NCC(NC(=O)CCCCCCCCCCCCC)C(=O)NCCNC(=O)C(O)C(O)C(O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(O)CO,,,,
CHEMBL1160429,1, C[C@@H](NC(=O)[C@H](C)NC(=O)CC1=CC=CC=C1)C(O)=O,,,,
CHEMBL1159610,1, C[C@@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)NCCCCCCO[C@]1(O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O)C(C)=O,,,,
CHEMBL1077287,1, OC(=O)\\C=C\\C(=O)NC1=CC=C(Cl)C(Cl)=C1,,,,
CHEMBL603735,1, C\\C(=C/C1=CC=CC=C1)\\C(\\C)=N\\O,,,,
CHEMBL157397,1, CCC1=CC=C(C=C1)N(O)C(C)=O,,,,
CHEMBL1077444,1, NC(=O)C[C@H](NC(=O)CS)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,,,,
CHEMBL454492,1, CNC1=C(N)C(=NC(=N1)C#N)N(C)C,,,,
CHEMBL1089574,1, CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,,,,
CHEMBL589268,1, CCOC(=O)C(=C/NC1=CC=CC(=C1)C(=O)OCC)\\C#N,,,,
CHEMBL1089585,1, CCCC[C@H](NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,,,,
CHEMBL1083884,1, OCCOCCCCCCNCC(O)C1=CC(CO)=C(O)C=C1,,,,
CHEMBL1089576,1, CC(C)C[C@H](NC(C)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,,,,
CHEMBL263010,1, CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(OC(C(O)=O)C(O)=O)C=C1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(N)=O,,,,
CHEMBL574930,1, CC(C)C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)OCC1=CC=CC=C1)C=O,,,,
CHEMBL574928,1, CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)OCC1=CC=CC=C1)C=O,,,,
CHEMBL1082278,1, CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)\\C=C\\C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(N)=O,,,,
CHEMBL1091683,1, CC(=O)N[C@H](CO)C(=O)NCC1=CC=C(C=C1)N=C=S,,,,
CHEMBL569918,1, CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC1=CC=C(C=C1)C(N)=N,,,,
CHEMBL156901,1, COC1=C(OCC(O)CNC(C)C)C=CC=C1,,,,
CHEMBL158670,1, COC1CC[C@H](OO1)[C@H](C)O,,,,
CHEMBL1083240,1, CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)\\C=C\\C(=O)NCC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(N)=O,,,,
CHEMBL590250,1, CC(C)N(CCO)CCC(=O)C1=CC=C(C=C1)C#N,,,,
CHEMBL1084953,1, CN(C)CCCC(C)(C)C1=CC=C(C=C1)C(C)(C)C,,,,
CHEMBL154818,1, CCCC[C@H](NC(=O)OC(C(C)C)C(C)C)C(=O)C(=O)NC1=NNC(C)=C1,,,,
CHEMBL1083581,1, CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,,,,
CHEMBL1089598,1, CC(=O)N[C@H](COCC#C)C(=O)NCC1=CC=C(C=C1)N=C=S,,,,
CHEMBL1089589,1, CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,,,,
CHEMBL553616,1, CCNC(CC1=CC(C)=CC=C1)=NCC,,,,
CHEMBL524317,1, CCC[C@@H](C)[C@H](OC(=O)\\C=C\\C1=CC=CC=C1)[C@H](C)[C@H](O)C\\C=C\\C=C/C(N)=O,,,,
CHEMBL154687,1, CC(C)C(NC(C)=O)C(=O)NCC1=CC=CC=C1,,,,
CHEMBL1207983,1, CO[C@H]1O[C@H](CCS(O)(=O)=O)[C@@H](O)[C@H](O)[C@@H]1O,,,,
CHEMBL558954,1, CC[C@H](C)[C@@H](OC(=O)[C@@H](NC(=O)[C@@H](C)OCC1=CC=CC=C1)C(C)C)C(=O)N[C@H](C(C)C)C(=O)O[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O[C@H]([C@@H](C)CC)C(=O)N[C@H](C(C)C)C(=O)OC(C)(C)C,,,,
CHEMBL538901,1, CC(C)=CCC\\C(C)=C\\CC\\C(C)=C\\CSC1=C(C=C(N)C=C1)C(O)=O,,,,
CHEMBL1619760,1, CC(C)(C)C(=O)CN1C=[N+](N)C=N1,,,,
CHEMBL157267,1, CN1CCC=C(C1)C(C)=O,,,,
CHEMBL154940,1, CC(NC(=O)C(C)(C)C)C(=O)NCC1=CC=CC=C1,,,,
CHEMBL574851,1, CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)OCC1=CC=CC=C1)C=O,,,,
CHEMBL540674,1, OC(=O)C(CC1=CC=C(O)C=C1)NC(=O)CC(S)C(F)(F)F,,,,
CHEMBL554192,1, CC(=N)NC1=CC=C(F)C=C1,,,,
CHEMBL554554,1, CCCCNCC1=CC(OC)=C(O)C(OC)=C1,,,,
CHEMBL541956,1, CC(=O)NC[C@@H](NS(=O)(=O)C1=CC=CC=C1)C(O)=O,,,,
CHEMBL526874,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)NCC(O)=O,,,,
CHEMBL504059,1, CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC1=CC=CC=C1)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(O)=O,,,,
CHEMBL503047,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O,,,,
CHEMBL503342,1, CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(O)=O,,,,
CHEMBL500269,1, CSCCNC(=O)NS(=O)(=O)C1=CC(Cl)=CC=C1,,,,
CHEMBL539442,1, CC(=O)NC1=C(NC(C)=O)C=C(C(O)=O)C(F)=C1,,,,
CHEMBL541764,1, CCCCCCS(=O)(=O)NCCCC1=CNC(N)=N1,,,,
CHEMBL504351,1, CC\\C=C/C\\C=C/C\\C=C/CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC\\C=C/C\\C=C/C\\C=C/CC,,,,
CHEMBL500527,1, CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,,,,
CHEMBL526190,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,,,,
CHEMBL503814,1, NC(=S)N\\N=C\\CC(=O)C1=CC=CC=C1,,,,
CHEMBL502978,1, CCCCCCC(C)C[C@@H](NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)CC(O)CC(=O)CC)NC(=O)[C@@H]1CCCN1C(=O)CCC)C(=O)N[C@@H](CC(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(=O)NC(C)CNCCO,,,,
CHEMBL526181,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(N)=O)C(N)=O,,,,
CHEMBL526115,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O,,,,
CHEMBL509348,1, NC(=N)NCCC[C@H](NC(=O)[C@@H](S)CC1=CC=CC=C1)C(O)=O,,,,
CHEMBL499523,1, CC(C)(C)C(N)C(=O)N1CCCC1C#N,,,,
CHEMBL498849,1, CCNC1=CC=C(NC(N)=N)C=C1,,,,
CHEMBL504429,1, OP(O)(=O)C(CSC1=NC=CN1)P(O)(O)=O,,,,
CHEMBL499101,1, N[C@@H](CC(O)=O)C(=O)N1CCCC1,,,,
CHEMBL498967,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,,,,
CHEMBL498962,1, CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC1=CC=CC=C1)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(O)=O,,,,
CHEMBL526690,1, CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(O)=O,,,,
