Compound,Similarity,Smiles,,,,Smiles
CHEMBL526689,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,,,,
CHEMBL552742,1, CCCCCCOC1=CC(N(C)C)=C(C=C1)C(=O)CCN(C)C,,,,
CHEMBL504237,1, CC(C)CNCC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,,,,
CHEMBL538377,1, CC[C@H](C)[C@@H](OC(=O)[C@@H](NC(=O)[C@H](C)OCC1=CC=CC=C1)C(C)C)C(=O)N[C@H](C(C)C)C(=O)O[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O[C@H]([C@@H](C)CC)C(=O)N[C@H](C(C)C)C(=O)O[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)O[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)OC(C)(C)C,,,,
CHEMBL500451,1, CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(O)=O,,,,
CHEMBL503713,1, CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](S)CC1=CC=CC=C1)[C@@H](C)O)C(O)=O,,,,
CHEMBL525940,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N(C)CC(O)=O,,,,
CHEMBL503660,1, OC(=O)CNC(=O)SC1=CC=CC=N1,,,,
CHEMBL507207,1, CC[C@H](C)[C@@H](CO)NS(=O)(=O)C1=CC=C(C=C1)C(F)(F)F,,,,
CHEMBL503495,1, CC(C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(O)=O,,,,
CHEMBL507116,1, CC(C)P(O)(=O)C1=CCC(N)C1,,,,
CHEMBL506996,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CO)C(O)=O,,,,
CHEMBL500219,1, C[C@@H](O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](N)CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCNC(N)=O)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(O)=O,,,,
CHEMBL541498,1, CC(O)=CC(=O)C1=CN=CC=C1,,,,
CHEMBL501770,1, CC1=CC(=C(Cl)C=C1)S(=O)(=O)NC(CCC(N)=O)C(N)=O,,,,
CHEMBL504184,1, O[C@H]1CCN[C@H](C1)C(O)=O,,,,
CHEMBL500058,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O,,,,
CHEMBL502642,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H]([C@@H](C)O)C(N)=O,,,,
CHEMBL503725,1, CCOC(=O)C(O)(C1=CC=CN1)C(F)(F)F,,,,
CHEMBL499906,1, CCCNC(=O)[C@H](N)[C@@H](O)C1=CC=C(C=C1)[N+]([O-])=O,,,,
CHEMBL499809,1, CC(C)CSC1=CC(SCC(C)C)=NC(SCC(C)C)=N1,,,,
CHEMBL155263,1, CC(C#CCN1CCCC1)N(C)S(C)(=O)=O,,,,
CHEMBL1203252,1, CC(C)NC(=N)NC(=N)NOCCCOC1=CC=C(C)C(C)=C1,,,,
CHEMBL263614,1, CCCCCCO[C@H]1C=C(O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O)C(O)=O,,,,
CHEMBL443602,1, COC(=O)[C@H]1C[C@H](O)CCN1,,,,
CHEMBL445177,1, CCCCCC\\C=C/CCCCCCCC1=C(C(O)=O)C(O)=CC=C1,,,,
CHEMBL444432,1, CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CNC(=O)CCCCCF)NC(=O)[C@H](CO)NC(=O)CN)C(N)=O,,,,
CHEMBL438997,1, CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(OP(O)(O)=O)C=C1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(N)=O,,,,
CHEMBL265216,1, CNC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NC(=O)[C@H](CCCC1=CC=CC=C1)[C@@](C)(O)C(=O)NO,,,,
CHEMBL444987,1, CC(C)=CCC\\C(C)=C\\C=C\\C(=O)N1CCCC1,,,,
CHEMBL501093,1, CC(C)C[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)[C@@H](C)O)C(N)=O,,,,
CHEMBL500702,1, C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O,,,,
CHEMBL409812,1, CCCCCCCCCCCCCC(=O)NCC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)CC)C(O)=O,,,,
CHEMBL155287,1, ONC(=O)C1=CC=C(I)C=C1,,,,
ZINC001560410038,1, CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,,,,
ZINC000096028236,0.999, CCNC(=O)OC1=CC=CC(=C1)[C@@H](C)N(C)C,,,,
ZINC000096028237,0.999, CCNC(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,,,,
ZINC000013492195,0.999, C[C@H](N(C)C)C1=CC=CC(OC(=O)N(C)C)=C1,,,,
ZINC000013492194,0.999, C[C@@H](N(C)C)C1=CC=CC(OC(=O)N(C)C)=C1,,,,
ZINC000000187950,0.987, CN(C)CC1=CC=C(C)C=C1OC(=O)N(C)C,,,,
ZINC000000187893,0.978, CN(C)CC1=CC=CC=C1OC(=O)N(C)C,,,,
ZINC000000187959,0.978, CN(C)CC1=C(OC(=O)N(C)C)C(C)=CC=C1,,,,
ZINC000034822215,0.977, CN[C@H](C)C1=CC=CC(OC(C)C)=C1,,,,
ZINC000000317428,0.975, CN(C)CC1=CC(C)=CC=C1OC(=O)N(C)C,,,,
ZINC000034822388,0.974, CCN[C@H](C)C1=CC=CC(OC(C)C)=C1,,,,
ZINC000034822387,0.974, CCN[C@@H](C)C1=CC=CC(OC(C)C)=C1,,,,
ZINC000034822216,0.973, CN[C@@H](C)C1=CC=CC(OC(C)C)=C1,,,,
ZINC000034402092,0.973, COC1=CC=CC(=C1)[C@@H](C)N(C)C,,,,
ZINC000034402091,0.973, COC1=CC=CC(=C1)[C@H](C)N(C)C,,,,
ZINC000034821878,0.971, CCOC1=CC=CC(=C1)[C@@H](C)NC,,,,
ZINC000019880622,0.971, COC1=CC=CC(=C1)[C@H](C)NC(C)C,,,,
ZINC000019880620,0.971, COC1=CC=CC(=C1)[C@@H](C)NC(C)C,,,,
ZINC000034821867,0.97, CN[C@H](C)C1=CC=CC(OCC(C)C)=C1,,,,
ZINC000019476444,0.968, CCN[C@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000151992198,0.968, CCOC1=CC=CC(=C1)[C@@H](C)NC(C)C,,,,
ZINC000019883092,0.968, COC1=CC=CC(=C1)[C@@H](C)NCC(C)C,,,,
ZINC000019476442,0.968, CCN[C@@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000034822232,0.968, CCN[C@H](C)C1=CC=CC(OCC)=C1,,,,
ZINC000151992288,0.968, CCOC1=CC=CC(=C1)[C@H](C)NC(C)C,,,,
ZINC000019883093,0.968, COC1=CC=CC(=C1)[C@H](C)NCC(C)C,,,,
ZINC000034821869,0.967, CN[C@@H](C)C1=CC=CC(OCC(C)C)=C1,,,,
ZINC000034821880,0.967, CCOC1=CC=CC(=C1)[C@H](C)NC,,,,
ZINC000034822231,0.967, CCN[C@@H](C)C1=CC=CC(OCC)=C1,,,,
ZINC000019088602,0.967, CN[C@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000019088599,0.966, CN[C@@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000150945616,0.965, CCOC1=CC=CC(=C1)[C@@H](C)NCC(C)C,,,,
ZINC000019433498,0.965, CCCN[C@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000034822179,0.965, CCCOC1=CC=CC(=C1)[C@@H](C)NC,,,,
ZINC000034822351,0.965, CCCOC1=CC=CC(=C1)[C@@H](C)NCC,,,,
ZINC000150945659,0.965, CCOC1=CC=CC(=C1)[C@H](C)NCC(C)C,,,,
ZINC000019433496,0.965, CCCN[C@@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000019882283,0.964, CC[C@H](C)N[C@@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000019882286,0.964, CC[C@@H](C)N[C@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000019882280,0.964, CC[C@@H](C)N[C@@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000019882288,0.963, CC[C@H](C)N[C@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000034822405,0.963, CCCN[C@@H](C)C1=CC=CC(OCC)=C1,,,,
ZINC000034822225,0.963, CCN[C@@H](C)C1=CC=CC(OCC(C)C)=C1,,,,
ZINC000034822180,0.962, CCCOC1=CC=CC(=C1)[C@H](C)NC,,,,
ZINC000034822226,0.961, CCN[C@H](C)C1=CC=CC(OCC(C)C)=C1,,,,
ZINC000034822406,0.961, CCCN[C@H](C)C1=CC=CC(OCC)=C1,,,,
ZINC000019907019,0.959, CCCCN[C@@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000004691873,0.959, CCN(CC)CC1=CC=CC(OC(C)=O)=C1,,,,
ZINC000034821876,0.958, CCCCOC1=CC=CC(=C1)[C@H](C)NC,,,,
ZINC000021957494,0.958, COC1=CC=CC(=C1)[C@@H](C)NC1CC1,,,,
ZINC000034821874,0.957, CCCCOC1=CC=CC(=C1)[C@@H](C)NC,,,,
ZINC000021957498,0.957, COC1=CC=CC(=C1)[C@H](C)NC1CC1,,,,
ZINC000019907020,0.955, CCCCN[C@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000000051282,0.952, CN[C@@H](C)C1=CC=C(OC)C(OC)=C1,,,,
ZINC000000051283,0.952, CN[C@H](C)C1=CC=C(OC)C(OC)=C1,,,,
ZINC000001667178,0.952, CN[C@@H](CC1=CC=CC=C1)C1=CC=CC(OC)=C1,,,,
ZINC000011757523,0.95, CC[C@@H](NC)C1=CC=CC(OC)=C1,,,,
ZINC000011757524,0.95, CC[C@H](NC)C1=CC=CC(OC)=C1,,,,
ZINC000034822113,0.949, CC[C@H](C)OC1=CC=CC(=C1)[C@H](C)NC,,,,
ZINC000034822109,0.947, CC[C@H](C)OC1=CC=CC(=C1)[C@@H](C)NC,,,,
ZINC000034822111,0.947, CC[C@@H](C)OC1=CC=CC(=C1)[C@H](C)NC,,,,
ZINC000019565666,0.947, COC1=CC=CC(CNCCC2=CC=CC=C2)=C1,,,,
ZINC000006481902,0.946, CN[C@H](CC1=CC=CC=C1)C1=CC=CC(OC)=C1,,,,
ZINC000034822107,0.946, CC[C@@H](C)OC1=CC=CC(=C1)[C@@H](C)NC,,,,
ZINC000032497125,0.945, CCN(CC)[C@@H](CN)C1=CC=CC(OC)=C1,,,,
ZINC000034822352,0.943, CCCOC1=CC=CC(=C1)[C@H](C)NCC,,,,
ZINC000071793094,0.943, CCN(CC(N)=O)[C@@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000032497126,0.941, CCN(CC)[C@H](CN)C1=CC=CC(OC)=C1,,,,
ZINC000008729984,0.941, CN(C)CCNC(=O)OC1=CC=CC=C1,,,,
ZINC000011757543,0.94, CCC[C@H](NC)C1=CC=CC(OC)=C1,,,,
ZINC000000251770,0.94, CN[C@@H](C)C1=CC(OC)=CC=C1OC,,,,
ZINC000019735778,0.939, COC1=CC=CC(=C1)[C@H](CN)N(C)C,,,,
ZINC000032014093,0.939, CC(C)OC1=CC=CC(CNC(C)(C)C)=C1,,,,
ZINC000011757542,0.938, CCC[C@@H](NC)C1=CC=CC(OC)=C1,,,,
ZINC000071793095,0.938, CCN(CC(N)=O)[C@H](C)C1=CC=CC(OC)=C1,,,,
ZINC000006882575,0.935, COC1=CC=CC(CNC(C)(C)C)=C1,,,,
ZINC000019735777,0.935, COC1=CC=CC(=C1)[C@@H](CN)N(C)C,,,,
ZINC000000251772,0.934, CN[C@H](C)C1=CC(OC)=CC=C1OC,,,,
ZINC000032090040,0.933, COC1=CC=CC(CN(C(C)C)C(=O)CN)=C1,,,,
ZINC000020274165,0.933, COC1=CC=CC(CCNCC2=CC=CC=C2)=C1,,,,
ZINC000222638131,0.932, CCN[C@@H](CC)C1=CC=C(OCC)C(OC)=C1,,,,
ZINC000222638204,0.932, CCN[C@H](CC)C1=CC=C(OCC)C(OC)=C1,,,,
ZINC000000250782,0.932, COC1=CC=CC(CNCC2=CC=CC=C2)=C1,,,,
ZINC000034816346,0.932, CCNCC1=CC=CC(OC(C)C)=C1,,,,
ZINC000034816146,0.932, CNCC1=CC=CC(OC(C)C)=C1,,,,
ZINC000222637987,0.932, CCOC1=CC=C(C=C1OC)[C@@H](CC)NC,,,,
ZINC000001592120,0.932, COC1=CC(=CC(CN(C)C)=C1O)C(C)(C)C,,,,
ZINC000010436076,0.931, COC1=CC=CC(CNC(C)C)=C1,,,,
ZINC000006702963,0.93, CCOC1=CC=CC(CNC(C)(C)C)=C1,,,,
ZINC000008325241,0.929, CCOC1=CC=CC(CNCC2=CC=CC=C2)=C1,,,,
ZINC000040492289,0.929, COC1=CC=CC(CNCC(C)(C)C)=C1,,,,
ZINC000010436079,0.928, CCOC1=CC=CC(CNC(C)C)=C1,,,,
ZINC000036947860,0.927, CCCNCC1=CC=C(C)C(OC)=C1,,,,
ZINC000032014092,0.927, CC[C@H](C)NCC1=CC=CC(OC(C)C)=C1,,,,
ZINC000032014091,0.926, CC[C@@H](C)NCC1=CC=CC(OC(C)C)=C1,,,,
ZINC000020305363,0.926, COC1=CC=CC(CN[C@H](C)C(C)C)=C1,,,,
ZINC000020924710,0.923, CCCOC1=CC=CC(CNC(C)(C)C)=C1,,,,
ZINC000005379658,0.922, COC1=CC=C(CNC(C)(C)C)C=C1OC,,,,
ZINC000037680572,0.922, CC[C@@H](NCC1=CC=CC(OC)=C1)C(C)C,,,,
ZINC000037533226,0.921, COC1=CC(=CC=C1)C(N)C1=CC(OC)=CC=C1,,,,
ZINC000006883639,0.921, COC1=CC=CC(CNCC(C)C)=C1,,,,
ZINC000037680570,0.92, CC[C@H](NCC1=CC=CC(OC)=C1)C(C)C,,,,
ZINC000020305361,0.92, COC1=CC=CC(CN[C@@H](C)C(C)C)=C1,,,,
ZINC000079420902,0.92, CCN(CC1=CC=CC(OC)=C1)C(=O)[C@H](C)N,,,,
ZINC000008326764,0.919, CCOC1=CC=CC(CN[C@@H](C)CC)=C1,,,,
ZINC000019091403,0.919, COC1=CC=CC(=C1)C(C)(C)N,,,,
ZINC000135120516,0.919, CCCN[C@@H](CC)C1=CC=CC(OC)=C1OC,,,,
ZINC000019776908,0.919, CCCOC1=CC=CC(CNC)=C1,,,,
ZINC000008325197,0.918, CCOC1=CC=CC(CNCC(C)C)=C1,,,,
ZINC000022145416,0.918, CN[C@H](C)C1=CC=C(OC(C)C)C=C1,,,,
ZINC000013495653,0.918, COC1=CC=CC(=C1)[C@@H](N)C1=CC=CC=C1,,,,
ZINC000135120533,0.918, CCCN[C@H](CC)C1=CC=CC(OC)=C1OC,,,,
ZINC000019436671,0.917, CCN[C@@H](C)C1=CC=C(OC(C)C)C=C1,,,,
ZINC000022145414,0.917, CN[C@@H](C)C1=CC=C(OC(C)C)C=C1,,,,
ZINC000147002087,0.917, CCN[C@@H](CC)C1=CC=CC(OC)=C1OC,,,,
ZINC000019883734,0.917, CCC(CC)NCC1=CC=CC(OC)=C1,,,,
ZINC000013718042,0.917, COC1=CC=CC(CNCCC(C)C)=C1,,,,
ZINC000008326012,0.916, CC[C@@H](C)NCC1=CC=CC(OC)=C1,,,,
ZINC000019737246,0.916, CC(C)OC1=CC=CC(=C1)[C@@H](C)N,,,,
ZINC000019840954,0.916, COC1=CC(=CC(OC)=C1)[C@H](CN)N(C)C,,,,
ZINC000013495655,0.915, COC1=CC=CC(=C1)[C@H](N)C1=CC=CC=C1,,,,
ZINC000022171721,0.915, CC(C)COC1=CC=CC(=C1)[C@H](C)N,,,,
ZINC000199620395,0.915, CCNC1(CCCCC1)C1=CC=CC(OC)=C1,,,,
ZINC000032014082,0.914, CCCCNCC1=CC=CC(OC(C)C)=C1,,,,
ZINC000019840951,0.914, COC1=CC(=CC(OC)=C1)[C@@H](CN)N(C)C,,,,
ZINC000034822217,0.914, CN[C@@H](C)C1=CC=CC(OC2CCCC2)=C1,,,,
ZINC000008326763,0.914, CC[C@H](C)NCC1=CC=CC(OC)=C1,,,,
ZINC000007262398,0.913, CCCNCC1=CC=CC(OC)=C1,,,,
ZINC000006697959,0.913, COC1=CC=CC(CNCC2=CC=C(C)C=C2)=C1,,,,
ZINC000147002266,0.913, CCN[C@H](CC)C1=CC=CC(OC)=C1OC,,,,
ZINC000034822218,0.913, CN[C@H](C)C1=CC=CC(OC2CCCC2)=C1,,,,
ZINC000037680262,0.913, CC[C@@H](C)CNCC1=CC=CC(OC)=C1,,,,
ZINC000000263200,0.913, COC1=CC=C(CNC(C)C)C=C1OC,,,,
ZINC000019436673,0.913, CCN[C@H](C)C1=CC=C(OC(C)C)C=C1,,,,
ZINC000013718044,0.913, CCC(C)(C)NCC1=CC=CC(OC)=C1,,,,
ZINC000006704510,0.912, COC1=CC=CC(CNC(C)(C)C)=C1OC,,,,
ZINC000004685557,0.912, COC1=CC(OC)=CC(CNC(C)C)=C1,,,,
ZINC000020084532,0.912, CCN[C@@H](C)C1=CC=C(OCC(C)C)C=C1,,,,
ZINC000037680264,0.911, CC[C@H](C)CNCC1=CC=CC(OC)=C1,,,,
ZINC000008227300,0.911, CCNCC1=CC=CC(OCC)=C1,,,,
ZINC000037467025,0.911, COC1=CC=CC(=C1)[C@H](N)C(C)(C)C,,,,
ZINC000019737247,0.91, CC(C)OC1=CC=CC(=C1)[C@H](C)N,,,,
ZINC000084388795,0.91, CC[C@H](NC)C1=CC=CC(OC)=C1OC,,,,
ZINC000032014354,0.91, COC1=CC=CC(CN(CCN)C(C)C)=C1,,,,
ZINC000037467022,0.91, COC1=CC=CC(=C1)[C@@H](N)C(C)(C)C,,,,
ZINC000022171718,0.91, CC(C)COC1=CC=CC(=C1)[C@@H](C)N,,,,
ZINC000008326014,0.909, CCOC1=CC=CC(CN[C@H](C)CC)=C1,,,,
ZINC000008324673,0.909, CCOC1=CC=C(CNC(C)(C)C)C=C1OC,,,,
ZINC000007262399,0.909, CCCNCC1=CC=CC(OCC)=C1,,,,
ZINC000005973587,0.909, CCCCNCC1=CC=CC(OC)=C1,,,,
ZINC000008227299,0.909, CCNCC1=CC=CC(OC)=C1,,,,
ZINC000000409317,0.908, COC1=CC=CC(CN(C)C)=C1,,,,
ZINC000020083811,0.907, CN[C@@H](C)C1=CC=C(OCC(C)C)C=C1,,,,
ZINC000004703384,0.906, CCC(CC)NCC1=CC=C(OC)C(OC)=C1,,,,
ZINC000019737245,0.906, CCCOC1=CC=CC(=C1)[C@H](C)N,,,,
ZINC000007260716,0.906, CCC(C)(C)NCC1=CC=C(OC)C(OC)=C1,,,,
ZINC000019802115,0.906, CCN[C@@H](C)C1=CC=C2OCCCOC2=C1,,,,
ZINC000003705304,0.906, CCOC1=CC=CC(=C1)[C@@H](C)N,,,,
ZINC000076611190,0.906, CCN(CC1=CC=CC(OC)=C1)C(=O)CN,,,,
ZINC000004685504,0.906, CCC(CC)NCC1=CC=CC(OC)=C1OC,,,,
ZINC000008325184,0.905, CCOC1=CC=CC(CNC)=C1,,,,
